['1', '杨晓华', '私募证券投资基金管理人', '上海市', 'P1000182', '2011-03-15', '2014-03-17']
['8', '杨扬', '私募证券投资基金管理人', '湖南省', 'P1003942', '1997-11-29', '2014-06-27']
['9', '王刚', '私募股权、创业投资基金管理人', '天津市', 'P1003945', '2009-08-21', '2014-06-27']
['10', '梁兴超', '私募股权、创业投资基金管理人', '云南省', 'P1003946', '2013-04-18', '2014-06-27']
['11', '蒋勤', '其他私募投资基金管理人', '江苏省', 'P1003948', '2013-08-15', '2014-06-27']
['12', '王海龙', '私募股权、创业投资基金管理人', '浙江省', 'P1003949', '2011-08-30', '2014-06-27']
['13', '金张育', '私募股权、创业投资基金管理人', '江苏省', 'P1003950', '2011-11-08', '2014-06-27']
['14', '吕思颖', '私募股权、创业投资基金管理人', '天津市', 'P1003951', '2010-12-17', '2014-06-27']
['15', '王慧轩', '私募股权、创业投资基金管理人', '天津市', 'P1003952', '2008-03-04', '2014-06-27']
['16', '伍朝阳', '私募股权、创业投资基金管理人', '北京市', 'P1003953', '2012-07-19', '2014-06-27']
['17', '程芳', '其他私募投资基金管理人', '上海市', 'P1003954', '2013-05-22', '2014-06-27']
['18', '罗阗', '私募股权、创业投资基金管理人', '上海市', 'P1003955', '2005-09-08', '2014-06-27']
['19', '左玉红', '私募股权、创业投资基金管理人', '北京市', 'P1003956', '2008-11-10', '2014-06-27']
['20', '卢振威', '私募股权、创业投资基金管理人', '深圳市', 'P1003957', '1995-12-20', '2014-06-27']
['1', '严乙城', '私募股权、创业投资基金管理人', '云南省', 'P1003958', '2012-10-19', '2014-06-27']
['2', '卓睿', '私募股权、创业投资基金管理人', '深圳市', 'P1003959', '2006-09-25', '2014-06-27']
['3', '邵康英', '私募证券投资基金管理人', '浙江省', 'P1003960', '2012-12-26', '2014-06-27']
['4', '王世皓', '私募股权、创业投资基金管理人', '上海市', 'P1003961', '2014-03-21', '2014-06-27']
['5', '杨云开', '私募股权、创业投资基金管理人', '广西壮族自治区', 'P1003966', '2014-03-28', '2014-06-27']
['6', '钱怡雯', '私募股权、创业投资基金管理人', '宁波市', 'P1003967', '2014-03-24', '2014-06-27']
['7', '戴顺成', '私募股权、创业投资基金管理人', '北京市', 'P1003968', '2013-10-11', '2014-06-27']
['8', '王小亚', '私募股权、创业投资基金管理人', '北京市', 'P1003970', '2014-03-14', '2014-06-27']
['9', '曾挺毅', '私募股权、创业投资基金管理人', '厦门市', 'P1003974', '2011-02-24', '2014-06-27']
['10', '任雁飞', '私募股权、创业投资基金管理人', '上海市', 'P1003975', '2014-03-11', '2014-06-27']
['11', '郑驶华', '私募证券投资基金管理人', '浙江省', 'P1003977', '2014-01-09', '2014-06-27']
['12', '汪泓溦', '私募股权、创业投资基金管理人', '天津市', 'P1003983', '2008-12-09', '2014-06-27']
['13', '徐工', '私募股权、创业投资基金管理人', '北京市', 'P1003984', '2011-03-28', '2014-06-27']
['14', '吴晓珊', '私募股权、创业投资基金管理人', '深圳市', 'P1003985', '2013-07-30', '2014-06-27']
['15', '高东', '私募股权、创业投资基金管理人', '山东省', 'P1003987', '2001-04-28', '2014-06-27']
['16', '闫希军', '私募股权、创业投资基金管理人', '天津市', 'P1003988', '2003-06-23', '2014-06-27']
['17', '肖文彬', '私募股权、创业投资基金管理人', '上海市', 'P1003989', '2013-10-23', '2014-06-27']
['18', '张晓梅', '私募股权、创业投资基金管理人', '天津市', 'P1003990', '2011-11-28', '2014-06-27']
['19', '陈科屹', '私募股权、创业投资基金管理人', '北京市', 'P1003991', '2014-04-04', '2014-06-27']
['20', '寿星林', '其他私募投资基金管理人', '浙江省', 'P1001714', '2004-09-21', '2014-06-29']
['1', '李莎', '私募证券投资基金管理人', '浙江省', 'P1000432', '2009-07-13', '2014-07-22']
['2', '王工布', '私募股权、创业投资基金管理人', '天津市', 'P1003993', '2013-07-01', '2014-07-22']
['3', '赵君', '私募证券投资基金管理人', '北京市', 'P1003994', '2010-03-08', '2014-07-22']
['4', '李金华', '私募股权、创业投资基金管理人', '江苏省', 'P1003995', '2013-05-03', '2014-07-22']
['5', '郝杰斌', '私募股权、创业投资基金管理人', '江苏省', 'P1003996', '2012-10-17', '2014-07-22']
['6', '刘翌', '私募股权、创业投资基金管理人', '浙江省', 'P1003997', '2011-09-22', '2014-07-22']
['7', '王志明', '私募股权、创业投资基金管理人', '福建省', 'P1003999', '1993-07-31', '2014-07-22']
['8', 'Steven Rockefeller Jr', '私募股权、创业投资基金管理人', '天津市', 'P1004000', '2011-03-22', '2014-07-22']
['9', '欧阳明', '私募股权、创业投资基金管理人', '安徽省', 'P1004001', '2010-08-11', '2014-07-22']
['10', '王树阳', '私募证券投资基金管理人', '上海市', 'P1004003', '2012-03-08', '2014-07-22']
['11', '邹方平', '私募股权、创业投资基金管理人', '山东省', 'P1004004', '2012-11-12', '2014-07-22']
['12', '何泽平', '私募股权、创业投资基金管理人', '北京市', 'P1004005', '2009-10-22', '2014-07-22']
['13', '鲍江钱', '私募股权、创业投资基金管理人', '浙江省', 'P1004006', '2013-11-26', '2014-07-22']
['14', '江禹', '私募证券投资基金管理人', '北京市', 'P1004007', '2013-11-21', '2014-07-22']
['15', '张亚光', '私募股权、创业投资基金管理人', '云南省', 'P1004009', '2012-04-17', '2014-07-22']
['16', '王巍', '私募股权、创业投资基金管理人', '江苏省', 'P1004011', '2011-12-09', '2014-07-22']
['17', '邵辉', '私募股权、创业投资基金管理人', '天津市', 'P1004012', '2009-12-03', '2014-07-22']
['18', '姚佳', '私募股权、创业投资基金管理人', '北京市', 'P1004013', '2014-03-17', '2014-07-22']
['19', '于伟', '私募证券投资基金管理人', '青岛市', 'P1004014', '2011-03-01', '2014-07-22']
['20', '刘建光', '私募股权、创业投资基金管理人', '上海市', 'P1004015', '2010-05-28', '2014-07-22']
['1', '昝圣达', '上海市', 'P1004016', '2013-07-15', '2014-07-22']
['2', '臧小勤', '私募股权、创业投资基金管理人', '北京市', 'P1004017', '2012-03-31', '2014-07-22']
['3', '韦杰', '私募证券投资基金管理人', '江西省', 'P1004018', '2013-11-13', '2014-07-22']
['4', '刘振卿', '私募证券投资基金管理人', '上海市', 'P1004019', '2012-06-18', '2014-07-22']
['5', '徐国荣', '私募证券投资基金管理人', '浙江省', 'P1004020', '2011-03-10', '2014-07-22']
['6', '朱小健', '私募股权、创业投资基金管理人', '上海市', 'P1004021', '2007-10-25', '2014-07-22']
['7', '杨天南', '私募证券投资基金管理人', '北京市', 'P1004023', '2007-09-07', '2014-07-22']
['8', '谢一峰', '私募证券投资基金管理人', '浙江省', 'P1004024', '2007-07-17', '2014-07-22']
['9', '许立群', '私募股权、创业投资基金管理人', '上海市', 'P1004025', '2011-07-06', '2014-07-22']
['10', '董静', '私募股权、创业投资基金管理人', '湖北省', 'P1004026', '2007-11-05', '2014-07-22']
['11', '程芳', '私募股权、创业投资基金管理人', '上海市', 'P1004027', '2013-09-12', '2014-07-22']
['12', '马青', '私募证券投资基金管理人', '北京市', 'P1004028', '1992-12-05', '2014-07-22']
['13', '吴勇', '私募股权、创业投资基金管理人', '深圳市', 'P1004029', '2012-11-28', '2014-07-22']
['14', '杨晓钢', '私募证券投资基金管理人', '江苏省', 'P1004030', '2012-05-22', '2014-07-22']
['15', '沈铄力', '私募证券投资基金管理人', '上海市', 'P1004031', '2012-09-04', '2014-07-22']
['16', '胡启立', '私募证券投资基金管理人', '宁波市', 'P1004032', '2014-05-05', '2014-07-22']
['17', '魏志城', '私募股权、创业投资基金管理人', '上海市', 'P1004033', '2001-06-18', '2014-07-22']
['18', '楼为华', '私募股权、创业投资基金管理人', '新疆维吾尔自治区', 'P1004034', '2012-03-31', '2014-07-22']
['19', '吴雄', '私募证券投资基金管理人', '深圳市', 'P1004035', '2013-09-22', '2014-07-22']
['20', '徐晖', '私募证券投资基金管理人', '宁波市', 'P1004036', '2013-08-20', '2014-07-22']
['1', '胡晓亮', '私募证券投资基金管理人', '上海市', 'P1004037', '2013-11-06', '2014-07-22']
['2', '华中锋', '私募证券投资基金管理人', '上海市', 'P1004038', '2013-07-01', '2014-07-22']
['3', '黄晓亮', '私募证券投资基金管理人', '广东省', 'P1004039', '2013-02-06', '2014-07-22']
['4', '张驰', '私募证券投资基金管理人', '北京市', 'P1004041', '2012-06-12', '2014-07-22']
['5', '谢志平', '私募股权、创业投资基金管理人', '深圳市', 'P1004042', '2001-10-26', '2014-07-22']
['6', '严国蓉', '其他私募投资基金管理人', '浙江省', 'P1004043', '2013-04-12', '2014-07-22']
['7', '刘建丽', '私募证券投资基金管理人', '大连市', 'P1004044', '2013-12-19', '2014-07-22']
['8', '张后奇', '私募证券投资基金管理人', '上海市', 'P1004050', '2014-06-19', '2014-07-22']
['9', '唐春华', '私募证券投资基金管理人', '宁波市', 'P1004052', '2014-05-28', '2014-07-22']
['10', '卢伟东', '私募证券投资基金管理人', '广东省', 'P1004053', '2012-08-14', '2014-07-22']
['11', '龙红捷', '私募证券投资基金管理人', '广东省', 'P1004054', '2010-11-29', '2014-07-22']
['12', '黄国柱', '私募证券投资基金管理人', '深圳市', 'P1004055', '2014-06-05', '2014-07-22']
['13', '程鹏', '私募证券投资基金管理人', '西藏自治区', 'P1004058', '2014-05-30', '2014-07-22']
['14', '陈辉煌', '私募证券投资基金管理人', '北京市', 'P1004059', '2013-12-02', '2014-07-22']
['15', '张霆辉', '私募股权、创业投资基金管理人', '江苏省', 'P1004060', '2013-06-06', '2014-07-22']
['16', '裴跃阳', '私募股权、创业投资基金管理人', '北京市', 'P1004061', '2013-11-26', '2014-07-22']
['17', '李瑞', '私募证券投资基金管理人', '上海市', 'P1004063', '2012-05-11', '2014-07-22']
['18', '卢晨曦', '私募证券投资基金管理人', '上海市', 'P1004064', '2005-01-12', '2014-07-22']
['19', '海乐', '私募股权、创业投资基金管理人', '上海市', 'P1004065', '2014-04-18', '2014-07-22']
['20', '李治权', '私募股权、创业投资基金管理人', '深圳市', 'P1004066', '2014-04-24', '2014-07-22']
['1', '王维', '私募股权、创业投资基金管理人', '上海市', 'P1004067', '2014-02-12', '2014-07-22']
['2', '申霓', '私募股权、创业投资基金管理人', '上海市', 'P1004068', '2014-05-15', '2014-07-22']
['3', '吕猛', '私募证券投资基金管理人', '深圳市', 'P1004069', '2014-04-17', '2014-07-22']
['4', '付英杰', '私募证券投资基金管理人', '深圳市', 'P1004070', '2013-12-19', '2014-07-22']
['5', '马雨婷', '私募股权、创业投资基金管理人', '上海市', 'P1004071', '2005-04-27', '2014-07-22']
['6', '胡鹏', '私募证券投资基金管理人', '上海市', 'P1004077', '2013-03-31', '2014-07-22']
['7', '顾茂峰', '私募股权、创业投资基金管理人', '北京市', 'P1004079', '2014-02-26', '2014-07-22']
['8', '王亚立', '私募证券投资基金管理人', '上海市', 'P1004084', '2011-03-18', '2014-07-22']
['9', '刘朝', '私募证券投资基金管理人', '上海市', 'P1004087', '2014-04-09', '2014-07-22']
['10', '刘剑锋', '私募股权、创业投资基金管理人', '北京市', 'P1004088', '2013-03-07', '2014-07-22']
['11', '阚治东', '私募股权、创业投资基金管理人', '上海市', 'P1004089', '2011-06-27', '2014-07-22']
['12', '翁吉义', '私募股权、创业投资基金管理人', '上海市', 'P1004090', '2011-01-04', '2014-07-22']
['13', '宋海涛', '私募股权、创业投资基金管理人', '深圳市', 'P1004093', '2014-04-24', '2014-07-22']
['14', '李先林', '其他私募投资基金管理人', '深圳市', 'P1004096', '2013-10-17', '2014-07-22']
['15', '沈忠良', '其他私募投资基金管理人', '上海市', 'P1004099', '2013-08-26', '2014-07-22']
['16', '罗凤燕', '私募股权、创业投资基金管理人', '河北省', 'P1004100', '2013-11-01', '2014-07-22']
['17', '王政', '私募证券投资基金管理人', '湖南省', 'P1004103', '2014-04-14', '2014-07-22']
['18', '李剑铭', '私募股权、创业投资基金管理人', '重庆市', 'P1004104', '2014-05-09', '2014-07-22']
['19', '何帆', '其他私募投资基金管理人', '北京市', 'P1004105', '2014-05-26', '2014-07-22']
['20', '李志军', '私募证券投资基金管理人', '上海市', 'P1004106', '2014-04-28', '2014-07-22']
['1', '付俊', '私募证券投资基金管理人', '青岛市', 'P1004110', '2014-05-05', '2014-07-22']
['2', '史映鸣', '私募证券投资基金管理人', '江苏省', 'P1004117', '2013-12-04', '2014-07-22']
['3', '高文浩', '私募证券投资基金管理人', '山东省', 'P1004124', '2011-02-16', '2014-07-22']
['4', '翁士迎', '私募证券投资基金管理人', '浙江省', 'P1004126', '2014-03-21', '2014-07-22']
['5', '刘涛', '私募证券投资基金管理人', '深圳市', 'P1004127', '2014-05-16', '2014-07-22']
['6', '张健', '其他私募投资基金管理人', '山东省', 'P1004130', '2013-09-23', '2014-07-22']
['7', '翟世兰', '私募股权、创业投资基金管理人', '山东省', 'P1004131', '2014-03-12', '2014-07-22']
['8', '陈伟文', '私募证券投资基金管理人', '深圳市', 'P1004132', '2011-01-14', '2014-07-22']
['9', '韩玮', '私募证券投资基金管理人', '北京市', 'P1004133', '2014-05-16', '2014-07-22']
['10', '黄光文', '私募股权、创业投资基金管理人', '上海市', 'P1004134', '2012-08-16', '2014-07-22']
['11', '杨轩', '私募证券投资基金管理人', '天津市', 'P1004136', '2014-06-06', '2014-07-22']
['12', '李雪莉', '私募股权、创业投资基金管理人', '深圳市', 'P1004137', '2013-12-25', '2014-07-22']
['13', '孟涛', '私募股权、创业投资基金管理人', '陕西省', 'P1004139', '2013-06-24', '2014-07-22']
['14', '梁国忠', '私募股权、创业投资基金管理人', '北京市', 'P1004142', '2014-04-21', '2014-07-22']
['15', '王正', '私募证券投资基金管理人', '北京市', 'P1004145', '2005-06-21', '2014-07-22']
['16', '吕志伟', '私募股权、创业投资基金管理人', '深圳市', 'P1004146', '2014-04-18', '2014-07-22']
['17', '黄军', '私募证券投资基金管理人', '厦门市', 'P1004147', '2010-03-31', '2014-07-22']
['18', '杨虎', '私募证券投资基金管理人', '湖北省', 'P1004148', '2014-05-20', '2014-07-22']
['19', '张亚平', '私募股权、创业投资基金管理人', '天津市', 'P1004149', '2014-05-28', '2014-07-22']
['20', '裘慧明', '私募证券投资基金管理人', '上海市', 'P1004150', '2014-04-17', '2014-07-22']
['1', '乐松', '私募证券投资基金管理人', '北京市', 'P1004151', '2004-04-23', '2014-07-22']
['2', '江枫眠', '私募股权、创业投资基金管理人', '上海市', 'P1004155', '2014-01-07', '2014-07-22']
['3', '陈林', '私募股权、创业投资基金管理人', '四川省', 'P1004157', '2012-05-22', '2014-07-22']
['4', '王忠', '私募证券投资基金管理人', '上海市', 'P1004160', '2012-09-26', '2014-07-22']
